城市,日期,平均AQI,峰值AQI,污染等级,预警颜色,预警提示
合肥,2026-03-25,59.1,59.2,良,黄色,无预警
合肥,2026-03-26,59.1,59.2,良,黄色,无预警
合肥,2026-03-27,59.1,59.2,良,黄色,无预警
合肥,2026-03-28,59.1,59.2,良,黄色,无预警
合肥,2026-03-29,59.1,59.2,良,黄色,无预警
合肥,2026-03-30,59.1,59.2,良,黄色,无预警
合肥,2026-03-31,59.1,59.2,良,黄色,无预警
吉安,2026-03-25,62.4,62.5,良,黄色,无预警
吉安,2026-03-26,62.4,62.5,良,黄色,无预警
吉安,2026-03-27,62.4,62.5,良,黄色,无预警
吉安,2026-03-28,62.4,62.5,良,黄色,无预警
吉安,2026-03-29,62.4,62.5,良,黄色,无预警
吉安,2026-03-30,62.4,62.5,良,黄色,无预警
吉安,2026-03-31,62.4,62.5,良,黄色,无预警
吉林,2026-03-25,49.1,49.3,优,绿色,无预警
吉林,2026-03-26,49.1,49.3,优,绿色,无预警
吉林,2026-03-27,49.1,49.3,优,绿色,无预警
吉林,2026-03-28,49.1,49.3,优,绿色,无预警
吉林,2026-03-29,49.1,49.3,优,绿色,无预警
吉林,2026-03-30,49.1,49.3,优,绿色,无预警
吉林,2026-03-31,49.1,49.3,优,绿色,无预警
吐鲁番,2026-03-25,50.2,50.2,良,黄色,无预警
吐鲁番,2026-03-26,50.2,50.2,良,黄色,无预警
吐鲁番,2026-03-27,50.2,50.2,良,黄色,无预警
吐鲁番,2026-03-28,50.2,50.2,良,黄色,无预警
吐鲁番,2026-03-29,50.2,50.2,良,黄色,无预警
吐鲁番,2026-03-30,50.2,50.2,良,黄色,无预警
吐鲁番,2026-03-31,50.2,50.2,良,黄色,无预警
吕梁,2026-03-25,54.9,55.0,良,黄色,无预警
吕梁,2026-03-26,54.9,55.0,良,黄色,无预警
吕梁,2026-03-27,54.9,55.0,良,黄色,无预警
吕梁,2026-03-28,54.9,55.0,良,黄色,无预警
吕梁,2026-03-29,54.9,55.0,良,黄色,无预警
吕梁,2026-03-30,54.9,55.0,良,黄色,无预警
吕梁,2026-03-31,54.9,55.0,良,黄色,无预警
吴忠,2026-03-25,54.8,54.9,良,黄色,无预警
吴忠,2026-03-26,54.8,54.9,良,黄色,无预警
吴忠,2026-03-27,54.8,54.9,良,黄色,无预警
吴忠,2026-03-28,54.8,54.9,良,黄色,无预警
吴忠,2026-03-29,54.8,54.9,良,黄色,无预警
吴忠,2026-03-30,54.8,54.9,良,黄色,无预警
吴忠,2026-03-31,54.8,54.9,良,黄色,无预警
周口,2026-03-25,57.1,57.2,良,黄色,无预警
周口,2026-03-26,57.1,57.2,良,黄色,无预警
周口,2026-03-27,57.1,57.2,良,黄色,无预警
周口,2026-03-28,57.1,57.2,良,黄色,无预警
周口,2026-03-29,57.1,57.2,良,黄色,无预警
周口,2026-03-30,57.1,57.2,良,黄色,无预警
周口,2026-03-31,57.1,57.2,良,黄色,无预警
呼伦贝尔,2026-03-25,43.5,43.6,优,绿色,无预警
呼伦贝尔,2026-03-26,43.5,43.6,优,绿色,无预警
呼伦贝尔,2026-03-27,43.5,43.6,优,绿色,无预警
呼伦贝尔,2026-03-28,43.5,43.6,优,绿色,无预警
呼伦贝尔,2026-03-29,43.5,43.6,优,绿色,无预警
呼伦贝尔,2026-03-30,43.5,43.6,优,绿色,无预警
呼伦贝尔,2026-03-31,43.5,43.6,优,绿色,无预警
呼和浩特,2026-03-25,51.1,51.1,良,黄色,无预警
呼和浩特,2026-03-26,51.1,51.1,良,黄色,无预警
呼和浩特,2026-03-27,51.1,51.1,良,黄色,无预警
呼和浩特,2026-03-28,51.1,51.1,良,黄色,无预警
呼和浩特,2026-03-29,51.1,51.1,良,黄色,无预警
呼和浩特,2026-03-30,51.1,51.1,良,黄色,无预警
呼和浩特,2026-03-31,51.1,51.1,良,黄色,无预警
和田地区,2026-03-25,54.2,54.3,良,黄色,无预警
和田地区,2026-03-26,54.2,54.3,良,黄色,无预警
和田地区,2026-03-27,54.2,54.3,良,黄色,无预警
和田地区,2026-03-28,54.2,54.3,良,黄色,无预警
和田地区,2026-03-29,54.2,54.3,良,黄色,无预警
和田地区,2026-03-30,54.2,54.3,良,黄色,无预警
和田地区,2026-03-31,54.2,54.3,良,黄色,无预警
咸宁,2026-03-25,61.5,61.6,良,黄色,无预警
咸宁,2026-03-26,61.5,61.5,良,黄色,无预警
咸宁,2026-03-27,61.5,61.5,良,黄色,无预警
咸宁,2026-03-28,61.5,61.5,良,黄色,无预警
咸宁,2026-03-29,61.5,61.5,良,黄色,无预警
咸宁,2026-03-30,61.5,61.5,良,黄色,无预警
咸宁,2026-03-31,61.5,61.5,良,黄色,无预警
咸阳,2026-03-25,58.2,58.3,良,黄色,无预警
咸阳,2026-03-26,58.2,58.3,良,黄色,无预警
咸阳,2026-03-27,58.2,58.3,良,黄色,无预警
咸阳,2026-03-28,58.2,58.3,良,黄色,无预警
咸阳,2026-03-29,58.2,58.3,良,黄色,无预警
咸阳,2026-03-30,58.2,58.3,良,黄色,无预警
咸阳,2026-03-31,58.2,58.3,良,黄色,无预警
哈密,2026-03-25,49.2,49.3,优,绿色,无预警
哈密,2026-03-26,49.2,49.3,优,绿色,无预警
哈密,2026-03-27,49.2,49.3,优,绿色,无预警
哈密,2026-03-28,49.2,49.3,优,绿色,无预警
哈密,2026-03-29,49.2,49.3,优,绿色,无预警
哈密,2026-03-30,49.2,49.3,优,绿色,无预警
哈密,2026-03-31,49.2,49.3,优,绿色,无预警
哈尔滨,2026-03-25,47.2,47.3,优,绿色,无预警
哈尔滨,2026-03-26,47.2,47.3,优,绿色,无预警
哈尔滨,2026-03-27,47.2,47.3,优,绿色,无预警
哈尔滨,2026-03-28,47.2,47.3,优,绿色,无预警
哈尔滨,2026-03-29,47.2,47.3,优,绿色,无预警
哈尔滨,2026-03-30,47.2,47.3,优,绿色,无预警
哈尔滨,2026-03-31,47.2,47.3,优,绿色,无预警
唐山,2026-03-25,53.5,53.6,良,黄色,无预警
唐山,2026-03-26,53.5,53.6,良,黄色,无预警
唐山,2026-03-27,53.5,53.6,良,黄色,无预警
唐山,2026-03-28,53.5,53.6,良,黄色,无预警
唐山,2026-03-29,53.5,53.6,良,黄色,无预警
唐山,2026-03-30,53.5,53.6,良,黄色,无预警
唐山,2026-03-31,53.5,53.6,良,黄色,无预警
商丘,2026-03-25,57.1,57.2,良,黄色,无预警
商丘,2026-03-26,57.1,57.2,良,黄色,无预警
商丘,2026-03-27,57.1,57.2,良,黄色,无预警
商丘,2026-03-28,57.1,57.2,良,黄色,无预警
商丘,2026-03-29,57.1,57.2,良,黄色,无预警
商丘,2026-03-30,57.1,57.2,良,黄色,无预警
商丘,2026-03-31,57.1,57.2,良,黄色,无预警
商洛,2026-03-25,57.1,57.2,良,黄色,无预警
商洛,2026-03-26,57.1,57.2,良,黄色,无预警
商洛,2026-03-27,57.1,57.2,良,黄色,无预警
商洛,2026-03-28,57.1,57.2,良,黄色,无预警
商洛,2026-03-29,57.1,57.2,良,黄色,无预警
商洛,2026-03-30,57.1,57.2,良,黄色,无预警
商洛,2026-03-31,57.1,57.2,良,黄色,无预警
喀什地区,2026-03-25,53.0,53.1,良,黄色,无预警
喀什地区,2026-03-26,53.0,53.1,良,黄色,无预警
喀什地区,2026-03-27,53.0,53.1,良,黄色,无预警
喀什地区,2026-03-28,53.0,53.1,良,黄色,无预警
喀什地区,2026-03-29,53.0,53.1,良,黄色,无预警
喀什地区,2026-03-30,53.0,53.1,良,黄色,无预警
喀什地区,2026-03-31,53.0,53.1,良,黄色,无预警
嘉兴,2026-03-25,60.4,60.4,良,黄色,无预警
嘉兴,2026-03-26,60.4,60.4,良,黄色,无预警
嘉兴,2026-03-27,60.4,60.4,良,黄色,无预警
嘉兴,2026-03-28,60.4,60.4,良,黄色,无预警
嘉兴,2026-03-29,60.4,60.4,良,黄色,无预警
嘉兴,2026-03-30,60.4,60.4,良,黄色,无预警
嘉兴,2026-03-31,60.4,60.4,良,黄色,无预警
嘉峪关,2026-03-25,51.5,51.6,良,黄色,无预警
嘉峪关,2026-03-26,51.5,51.6,良,黄色,无预警
嘉峪关,2026-03-27,51.5,51.6,良,黄色,无预警
嘉峪关,2026-03-28,51.5,51.6,良,黄色,无预警
嘉峪关,2026-03-29,51.5,51.6,良,黄色,无预警
嘉峪关,2026-03-30,51.5,51.6,良,黄色,无预警
嘉峪关,2026-03-31,51.5,51.6,良,黄色,无预警
四平,2026-03-25,48.9,49.0,优,绿色,无预警
四平,2026-03-26,48.9,49.0,优,绿色,无预警
四平,2026-03-27,48.9,49.0,优,绿色,无预警
四平,2026-03-28,48.9,49.0,优,绿色,无预警
四平,2026-03-29,48.9,49.0,优,绿色,无预警
四平,2026-03-30,48.9,49.0,优,绿色,无预警
四平,2026-03-31,48.9,49.0,优,绿色,无预警
固原,2026-03-25,56.2,56.2,良,黄色,无预警
固原,2026-03-26,56.2,56.2,良,黄色,无预警
固原,2026-03-27,56.2,56.2,良,黄色,无预警
固原,2026-03-28,56.2,56.2,良,黄色,无预警
固原,2026-03-29,56.2,56.2,良,黄色,无预警
固原,2026-03-30,56.2,56.2,良,黄色,无预警
固原,2026-03-31,56.2,56.2,良,黄色,无预警
塔城地区,2026-03-25,46.7,46.7,优,绿色,无预警
塔城地区,2026-03-26,46.7,46.7,优,绿色,无预警
塔城地区,2026-03-27,46.7,46.7,优,绿色,无预警
塔城地区,2026-03-28,46.7,46.7,优,绿色,无预警
塔城地区,2026-03-29,46.7,46.7,优,绿色,无预警
塔城地区,2026-03-30,46.7,46.7,优,绿色,无预警
塔城地区,2026-03-31,46.7,46.7,优,绿色,无预警
大兴安岭地区,2026-03-25,43.1,43.1,优,绿色,无预警
大兴安岭地区,2026-03-26,43.1,43.1,优,绿色,无预警
大兴安岭地区,2026-03-27,43.1,43.1,优,绿色,无预警
大兴安岭地区,2026-03-28,43.1,43.1,优,绿色,无预警
大兴安岭地区,2026-03-29,43.1,43.1,优,绿色,无预警
大兴安岭地区,2026-03-30,43.1,43.1,优,绿色,无预警
大兴安岭地区,2026-03-31,43.1,43.1,优,绿色,无预警
大同,2026-03-25,52.9,53.0,良,黄色,无预警
大同,2026-03-26,52.9,53.0,良,黄色,无预警
大同,2026-03-27,52.9,53.0,良,黄色,无预警
大同,2026-03-28,52.9,53.0,良,黄色,无预警
大同,2026-03-29,52.9,53.0,良,黄色,无预警
大同,2026-03-30,52.9,53.0,良,黄色,无预警
大同,2026-03-31,52.9,53.0,良,黄色,无预警
大庆,2026-03-25,47.8,47.8,优,绿色,无预警
大庆,2026-03-26,47.8,47.8,优,绿色,无预警
大庆,2026-03-27,47.8,47.8,优,绿色,无预警
大庆,2026-03-28,47.8,47.8,优,绿色,无预警
大庆,2026-03-29,47.8,47.8,优,绿色,无预警
大庆,2026-03-30,47.8,47.8,优,绿色,无预警
大庆,2026-03-31,47.8,47.8,优,绿色,无预警
大理白族自治州,2026-03-25,66.4,66.8,良,黄色,无预警
大理白族自治州,2026-03-26,66.4,66.5,良,黄色,无预警
大理白族自治州,2026-03-27,66.4,66.5,良,黄色,无预警
大理白族自治州,2026-03-28,66.4,66.5,良,黄色,无预警
大理白族自治州,2026-03-29,66.4,66.5,良,黄色,无预警
大理白族自治州,2026-03-30,66.4,66.5,良,黄色,无预警
大理白族自治州,2026-03-31,66.4,66.5,良,黄色,无预警
大连,2026-03-25,54.3,54.4,良,黄色,无预警
大连,2026-03-26,54.3,54.4,良,黄色,无预警
大连,2026-03-27,54.3,54.4,良,黄色,无预警
大连,2026-03-28,54.3,54.4,良,黄色,无预警
大连,2026-03-29,54.3,54.4,良,黄色,无预警
大连,2026-03-30,54.3,54.4,良,黄色,无预警
大连,2026-03-31,54.3,54.4,良,黄色,无预警
天水,2026-03-25,57.3,57.4,良,黄色,无预警
天水,2026-03-26,57.3,57.3,良,黄色,无预警
天水,2026-03-27,57.3,57.3,良,黄色,无预警
天水,2026-03-28,57.3,57.3,良,黄色,无预警
天水,2026-03-29,57.3,57.3,良,黄色,无预警
天水,2026-03-30,57.3,57.3,良,黄色,无预警
天水,2026-03-31,57.3,57.3,良,黄色,无预警
天津,2026-03-25,53.5,53.6,良,黄色,无预警
天津,2026-03-26,53.5,53.6,良,黄色,无预警
天津,2026-03-27,53.5,53.6,良,黄色,无预警
天津,2026-03-28,53.5,53.6,良,黄色,无预警
天津,2026-03-29,53.5,53.6,良,黄色,无预警
天津,2026-03-30,53.5,53.6,良,黄色,无预警
天津,2026-03-31,53.5,53.6,良,黄色,无预警
太原,2026-03-25,55.8,55.9,良,黄色,无预警
太原,2026-03-26,55.8,55.9,良,黄色,无预警
太原,2026-03-27,55.8,55.9,良,黄色,无预警
太原,2026-03-28,55.8,55.9,良,黄色,无预警
太原,2026-03-29,55.8,55.9,良,黄色,无预警
太原,2026-03-30,55.8,55.9,良,黄色,无预警
太原,2026-03-31,55.8,55.9,良,黄色,无预警
威海,2026-03-25,55.9,55.9,良,黄色,无预警
威海,2026-03-26,55.9,55.9,良,黄色,无预警
威海,2026-03-27,55.9,55.9,良,黄色,无预警
威海,2026-03-28,55.9,55.9,良,黄色,无预警
威海,2026-03-29,55.9,55.9,良,黄色,无预警
威海,2026-03-30,55.9,55.9,良,黄色,无预警
威海,2026-03-31,55.9,55.9,良,黄色,无预警
娄底,2026-03-25,62.8,62.9,良,黄色,无预警
娄底,2026-03-26,62.8,62.9,良,黄色,无预警
娄底,2026-03-27,62.8,62.9,良,黄色,无预警
娄底,2026-03-28,62.8,62.9,良,黄色,无预警
娄底,2026-03-29,62.8,62.9,良,黄色,无预警
娄底,2026-03-30,62.8,62.9,良,黄色,无预警
娄底,2026-03-31,62.8,62.9,良,黄色,无预警
孝感,2026-03-25,60.1,60.1,良,黄色,无预警
孝感,2026-03-26,60.0,60.1,良,黄色,无预警
孝感,2026-03-27,60.0,60.1,良,黄色,无预警
孝感,2026-03-28,60.0,60.1,良,黄色,无预警
孝感,2026-03-29,60.0,60.1,良,黄色,无预警
孝感,2026-03-30,60.0,60.1,良,黄色,无预警
孝感,2026-03-31,60.0,60.1,良,黄色,无预警
宁德,2026-03-25,63.4,63.4,良,黄色,无预警
宁德,2026-03-26,63.4,63.4,良,黄色,无预警
宁德,2026-03-27,63.4,63.4,良,黄色,无预警
宁德,2026-03-28,63.4,63.4,良,黄色,无预警
宁德,2026-03-29,63.4,63.4,良,黄色,无预警
宁德,2026-03-30,63.4,63.4,良,黄色,无预警
宁德,2026-03-31,63.4,63.4,良,黄色,无预警
宁波,2026-03-25,60.0,60.0,良,黄色,无预警
宁波,2026-03-26,60.0,60.0,良,黄色,无预警
宁波,2026-03-27,60.0,60.0,良,黄色,无预警
宁波,2026-03-28,60.0,60.0,良,黄色,无预警
宁波,2026-03-29,60.0,60.0,良,黄色,无预警
宁波,2026-03-30,60.0,60.0,良,黄色,无预警
宁波,2026-03-31,60.0,60.0,良,黄色,无预警
安庆,2026-03-25,60.5,60.6,良,黄色,无预警
安庆,2026-03-26,60.5,60.6,良,黄色,无预警
安庆,2026-03-27,60.5,60.6,良,黄色,无预警
安庆,2026-03-28,60.5,60.6,良,黄色,无预警
安庆,2026-03-29,60.5,60.6,良,黄色,无预警
安庆,2026-03-30,60.5,60.6,良,黄色,无预警
安庆,2026-03-31,60.5,60.6,良,黄色,无预警
安康,2026-03-25,59.2,59.2,良,黄色,无预警
安康,2026-03-26,59.2,59.2,良,黄色,无预警
安康,2026-03-27,59.2,59.2,良,黄色,无预警
安康,2026-03-28,59.2,59.2,良,黄色,无预警
安康,2026-03-29,59.2,59.2,良,黄色,无预警
安康,2026-03-30,59.2,59.2,良,黄色,无预警
安康,2026-03-31,59.2,59.2,良,黄色,无预警
安阳,2026-03-25,56.2,56.2,良,黄色,无预警
安阳,2026-03-26,56.2,56.2,良,黄色,无预警
安阳,2026-03-27,56.2,56.2,良,黄色,无预警
安阳,2026-03-28,56.2,56.2,良,黄色,无预警
安阳,2026-03-29,56.2,56.2,良,黄色,无预警
安阳,2026-03-30,56.2,56.2,良,黄色,无预警
安阳,2026-03-31,56.2,56.2,良,黄色,无预警
安顺,2026-03-25,63.9,63.9,良,黄色,无预警
安顺,2026-03-26,63.9,63.9,良,黄色,无预警
安顺,2026-03-27,63.9,63.9,良,黄色,无预警
安顺,2026-03-28,63.9,63.9,良,黄色,无预警
安顺,2026-03-29,63.9,63.9,良,黄色,无预警
安顺,2026-03-30,63.9,63.9,良,黄色,无预警
安顺,2026-03-31,63.9,63.9,良,黄色,无预警
定西,2026-03-25,54.8,54.8,良,黄色,无预警
定西,2026-03-26,54.8,54.8,良,黄色,无预警
定西,2026-03-27,54.8,54.8,良,黄色,无预警
定西,2026-03-28,54.8,54.8,良,黄色,无预警
定西,2026-03-29,54.8,54.8,良,黄色,无预警
定西,2026-03-30,54.8,54.8,良,黄色,无预警
定西,2026-03-31,54.8,54.8,良,黄色,无预警
宜宾,2026-03-25,62.5,62.5,良,黄色,无预警
宜宾,2026-03-26,62.5,62.5,良,黄色,无预警
宜宾,2026-03-27,62.5,62.5,良,黄色,无预警
宜宾,2026-03-28,62.5,62.5,良,黄色,无预警
宜宾,2026-03-29,62.5,62.5,良,黄色,无预警
宜宾,2026-03-30,62.5,62.5,良,黄色,无预警
宜宾,2026-03-31,62.5,62.5,良,黄色,无预警
宜昌,2026-03-25,60.2,60.3,良,黄色,无预警
宜昌,2026-03-26,60.2,60.3,良,黄色,无预警
宜昌,2026-03-27,60.2,60.3,良,黄色,无预警
宜昌,2026-03-28,60.2,60.3,良,黄色,无预警
宜昌,2026-03-29,60.2,60.3,良,黄色,无预警
宜昌,2026-03-30,60.2,60.3,良,黄色,无预警
宜昌,2026-03-31,60.2,60.3,良,黄色,无预警
宜春,2026-03-25,62.6,62.7,良,黄色,无预警
宜春,2026-03-26,62.6,62.7,良,黄色,无预警
宜春,2026-03-27,62.6,62.7,良,黄色,无预警
宜春,2026-03-28,62.6,62.7,良,黄色,无预警
宜春,2026-03-29,62.6,62.7,良,黄色,无预警
宜春,2026-03-30,62.6,62.7,良,黄色,无预警
宜春,2026-03-31,62.6,62.7,良,黄色,无预警
宝鸡,2026-03-25,57.1,57.2,良,黄色,无预警
宝鸡,2026-03-26,57.1,57.2,良,黄色,无预警
宝鸡,2026-03-27,57.1,57.2,良,黄色,无预警
宝鸡,2026-03-28,57.1,57.2,良,黄色,无预警
宝鸡,2026-03-29,57.1,57.2,良,黄色,无预警
宝鸡,2026-03-30,57.1,57.2,良,黄色,无预警
宝鸡,2026-03-31,57.1,57.2,良,黄色,无预警
宣城,2026-03-25,60.1,60.1,良,黄色,无预警
宣城,2026-03-26,60.1,60.1,良,黄色,无预警
宣城,2026-03-27,60.1,60.1,良,黄色,无预警
宣城,2026-03-28,60.1,60.1,良,黄色,无预警
宣城,2026-03-29,60.1,60.1,良,黄色,无预警
宣城,2026-03-30,60.1,60.1,良,黄色,无预警
宣城,2026-03-31,60.1,60.1,良,黄色,无预警
宿州,2026-03-25,58.2,58.2,良,黄色,无预警
宿州,2026-03-26,58.2,58.2,良,黄色,无预警
宿州,2026-03-27,58.2,58.2,良,黄色,无预警
宿州,2026-03-28,58.2,58.2,良,黄色,无预警
宿州,2026-03-29,58.2,58.2,良,黄色,无预警
宿州,2026-03-30,58.2,58.2,良,黄色,无预警
宿州,2026-03-31,58.2,58.2,良,黄色,无预警
宿迁,2026-03-25,58.2,58.2,良,黄色,无预警
宿迁,2026-03-26,58.2,58.2,良,黄色,无预警
宿迁,2026-03-27,58.2,58.2,良,黄色,无预警
宿迁,2026-03-28,58.2,58.2,良,黄色,无预警
宿迁,2026-03-29,58.2,58.2,良,黄色,无预警
宿迁,2026-03-30,58.2,58.2,良,黄色,无预警
宿迁,2026-03-31,58.2,58.2,良,黄色,无预警
山南,2026-03-25,61.5,61.5,良,黄色,无预警
山南,2026-03-26,61.5,61.5,良,黄色,无预警
山南,2026-03-27,61.5,61.5,良,黄色,无预警
山南,2026-03-28,61.5,61.5,良,黄色,无预警
山南,2026-03-29,61.5,61.5,良,黄色,无预警
山南,2026-03-30,61.5,61.5,良,黄色,无预警
山南,2026-03-31,61.5,61.5,良,黄色,无预警
岳阳,2026-03-25,60.6,60.7,良,黄色,无预警
岳阳,2026-03-26,60.6,60.7,良,黄色,无预警
岳阳,2026-03-27,60.6,60.7,良,黄色,无预警
岳阳,2026-03-28,60.6,60.7,良,黄色,无预警
岳阳,2026-03-29,60.6,60.7,良,黄色,无预警
岳阳,2026-03-30,60.6,60.7,良,黄色,无预警
岳阳,2026-03-31,60.6,60.7,良,黄色,无预警
崇左,2026-03-25,67.1,67.2,良,黄色,无预警
崇左,2026-03-26,67.1,67.2,良,黄色,无预警
崇左,2026-03-27,67.1,67.2,良,黄色,无预警
崇左,2026-03-28,67.1,67.2,良,黄色,无预警
崇左,2026-03-29,67.1,67.2,良,黄色,无预警
崇左,2026-03-30,67.1,67.2,良,黄色,无预警
崇左,2026-03-31,67.1,67.2,良,黄色,无预警
巴中,2026-03-25,58.3,58.4,良,黄色,无预警
巴中,2026-03-26,58.3,58.3,良,黄色,无预警
巴中,2026-03-27,58.3,58.3,良,黄色,无预警
巴中,2026-03-28,58.3,58.3,良,黄色,无预警
巴中,2026-03-29,58.3,58.3,良,黄色,无预警
巴中,2026-03-30,58.3,58.3,良,黄色,无预警
巴中,2026-03-31,58.3,58.3,良,黄色,无预警
巴彦淖尔,2026-03-25,52.7,52.8,良,黄色,无预警
巴彦淖尔,2026-03-26,52.7,52.8,良,黄色,无预警
巴彦淖尔,2026-03-27,52.7,52.8,良,黄色,无预警
巴彦淖尔,2026-03-28,52.7,52.8,良,黄色,无预警
巴彦淖尔,2026-03-29,52.7,52.8,良,黄色,无预警
巴彦淖尔,2026-03-30,52.7,52.8,良,黄色,无预警
巴彦淖尔,2026-03-31,52.7,52.8,良,黄色,无预警
巴音郭楞蒙古自治州,2026-03-25,50.9,51.0,良,黄色,无预警
巴音郭楞蒙古自治州,2026-03-26,50.9,51.0,良,黄色,无预警
巴音郭楞蒙古自治州,2026-03-27,50.9,51.0,良,黄色,无预警
巴音郭楞蒙古自治州,2026-03-28,50.9,51.0,良,黄色,无预警
巴音郭楞蒙古自治州,2026-03-29,50.9,51.0,良,黄色,无预警
巴音郭楞蒙古自治州,2026-03-30,50.9,51.0,良,黄色,无预警
巴音郭楞蒙古自治州,2026-03-31,50.9,51.0,良,黄色,无预警
常州,2026-03-25,59.3,59.4,良,黄色,无预警
常州,2026-03-26,59.3,59.4,良,黄色,无预警
常州,2026-03-27,59.3,59.4,良,黄色,无预警
常州,2026-03-28,59.3,59.4,良,黄色,无预警
常州,2026-03-29,59.3,59.4,良,黄色,无预警
常州,2026-03-30,59.3,59.4,良,黄色,无预警
常州,2026-03-31,59.3,59.4,良,黄色,无预警
常德,2026-03-25,61.4,61.7,良,黄色,无预警
常德,2026-03-26,61.3,61.4,良,黄色,无预警
常德,2026-03-27,61.3,61.4,良,黄色,无预警
常德,2026-03-28,61.3,61.4,良,黄色,无预警
常德,2026-03-29,61.3,61.4,良,黄色,无预警
常德,2026-03-30,61.3,61.4,良,黄色,无预警
常德,2026-03-31,61.3,61.4,良,黄色,无预警
平凉,2026-03-25,55.4,55.5,良,黄色,无预警
平凉,2026-03-26,55.4,55.5,良,黄色,无预警
平凉,2026-03-27,55.4,55.5,良,黄色,无预警
