城市,日期,平均AQI,峰值AQI,污染等级,预警颜色,预警提示
邢台,2026-03-26,55.2,55.3,良,黄色,无预警
邢台,2026-03-27,55.2,55.3,良,黄色,无预警
邢台,2026-03-28,55.2,55.3,良,黄色,无预警
邢台,2026-03-29,55.2,55.3,良,黄色,无预警
邢台,2026-03-30,55.2,55.3,良,黄色,无预警
邢台,2026-03-31,55.2,55.3,良,黄色,无预警
那曲市,2026-03-25,59.0,59.1,良,黄色,无预警
那曲市,2026-03-26,59.0,59.1,良,黄色,无预警
那曲市,2026-03-27,59.0,59.1,良,黄色,无预警
那曲市,2026-03-28,59.0,59.1,良,黄色,无预警
那曲市,2026-03-29,59.0,59.1,良,黄色,无预警
那曲市,2026-03-30,59.0,59.1,良,黄色,无预警
那曲市,2026-03-31,59.0,59.1,良,黄色,无预警
邯郸,2026-03-25,55.2,55.3,良,黄色,无预警
邯郸,2026-03-26,55.2,55.3,良,黄色,无预警
邯郸,2026-03-27,55.2,55.3,良,黄色,无预警
邯郸,2026-03-28,55.2,55.3,良,黄色,无预警
邯郸,2026-03-29,55.2,55.3,良,黄色,无预警
邯郸,2026-03-30,55.2,55.3,良,黄色,无预警
邯郸,2026-03-31,55.2,55.3,良,黄色,无预警
邵阳,2026-03-25,62.9,63.0,良,黄色,无预警
邵阳,2026-03-26,62.9,63.0,良,黄色,无预警
邵阳,2026-03-27,62.9,63.0,良,黄色,无预警
邵阳,2026-03-28,62.9,63.0,良,黄色,无预警
邵阳,2026-03-29,62.9,63.0,良,黄色,无预警
邵阳,2026-03-30,62.9,63.0,良,黄色,无预警
邵阳,2026-03-31,62.9,63.0,良,黄色,无预警
郑州,2026-03-25,57.1,57.1,良,黄色,无预警
郑州,2026-03-26,57.1,57.1,良,黄色,无预警
郑州,2026-03-27,57.1,57.1,良,黄色,无预警
郑州,2026-03-28,57.1,57.1,良,黄色,无预警
郑州,2026-03-29,57.1,57.1,良,黄色,无预警
郑州,2026-03-30,57.1,57.1,良,黄色,无预警
郑州,2026-03-31,57.1,57.1,良,黄色,无预警
郴州,2026-03-25,64.4,64.4,良,黄色,无预警
郴州,2026-03-26,64.4,64.4,良,黄色,无预警
郴州,2026-03-27,64.4,64.4,良,黄色,无预警
郴州,2026-03-28,64.4,64.4,良,黄色,无预警
郴州,2026-03-29,64.4,64.4,良,黄色,无预警
郴州,2026-03-30,64.4,64.4,良,黄色,无预警
郴州,2026-03-31,64.4,64.4,良,黄色,无预警
鄂尔多斯,2026-03-25,51.5,51.6,良,黄色,无预警
鄂尔多斯,2026-03-26,51.5,51.6,良,黄色,无预警
鄂尔多斯,2026-03-27,51.5,51.6,良,黄色,无预警
鄂尔多斯,2026-03-28,51.5,51.6,良,黄色,无预警
鄂尔多斯,2026-03-29,51.5,51.6,良,黄色,无预警
鄂尔多斯,2026-03-30,51.5,51.6,良,黄色,无预警
鄂尔多斯,2026-03-31,51.5,51.6,良,黄色,无预警
鄂州,2026-03-25,61.3,61.3,良,黄色,无预警
鄂州,2026-03-26,61.3,61.3,良,黄色,无预警
鄂州,2026-03-27,61.3,61.3,良,黄色,无预警
鄂州,2026-03-28,61.3,61.3,良,黄色,无预警
鄂州,2026-03-29,61.3,61.3,良,黄色,无预警
鄂州,2026-03-30,61.3,61.3,良,黄色,无预警
鄂州,2026-03-31,61.3,61.3,良,黄色,无预警
酒泉,2026-03-25,53.0,53.1,良,黄色,无预警
酒泉,2026-03-26,53.0,53.1,良,黄色,无预警
酒泉,2026-03-27,53.0,53.1,良,黄色,无预警
酒泉,2026-03-28,53.0,53.1,良,黄色,无预警
酒泉,2026-03-29,53.0,53.1,良,黄色,无预警
酒泉,2026-03-30,53.0,53.1,良,黄色,无预警
酒泉,2026-03-31,53.0,53.1,良,黄色,无预警
重庆,2026-03-25,60.8,60.9,良,黄色,无预警
重庆,2026-03-26,60.8,60.9,良,黄色,无预警
重庆,2026-03-27,60.8,60.9,良,黄色,无预警
重庆,2026-03-28,60.8,60.9,良,黄色,无预警
重庆,2026-03-29,60.8,60.9,良,黄色,无预警
重庆,2026-03-30,60.8,60.9,良,黄色,无预警
重庆,2026-03-31,60.8,60.9,良,黄色,无预警
金华,2026-03-25,61.0,61.1,良,黄色,无预警
金华,2026-03-26,61.0,61.1,良,黄色,无预警
金华,2026-03-27,61.0,61.1,良,黄色,无预警
金华,2026-03-28,61.0,61.1,良,黄色,无预警
金华,2026-03-29,61.0,61.1,良,黄色,无预警
金华,2026-03-30,61.0,61.1,良,黄色,无预警
金华,2026-03-31,61.0,61.1,良,黄色,无预警
金昌,2026-03-25,54.3,54.4,良,黄色,无预警
金昌,2026-03-26,54.3,54.4,良,黄色,无预警
金昌,2026-03-27,54.3,54.4,良,黄色,无预警
金昌,2026-03-28,54.3,54.4,良,黄色,无预警
金昌,2026-03-29,54.3,54.4,良,黄色,无预警
金昌,2026-03-30,54.3,54.4,良,黄色,无预警
金昌,2026-03-31,54.3,54.4,良,黄色,无预警
钦州,2026-03-25,67.1,67.2,良,黄色,无预警
钦州,2026-03-26,67.1,67.2,良,黄色,无预警
钦州,2026-03-27,67.1,67.2,良,黄色,无预警
钦州,2026-03-28,67.1,67.2,良,黄色,无预警
钦州,2026-03-29,67.1,67.2,良,黄色,无预警
钦州,2026-03-30,67.1,67.2,良,黄色,无预警
钦州,2026-03-31,67.1,67.2,良,黄色,无预警
铁岭,2026-03-25,51.1,51.2,良,黄色,无预警
铁岭,2026-03-26,51.1,51.2,良,黄色,无预警
铁岭,2026-03-27,51.1,51.2,良,黄色,无预警
铁岭,2026-03-28,51.1,51.2,良,黄色,无预警
铁岭,2026-03-29,51.1,51.2,良,黄色,无预警
铁岭,2026-03-30,51.1,51.2,良,黄色,无预警
铁岭,2026-03-31,51.1,51.2,良,黄色,无预警
铜仁,2026-03-25,62.5,62.6,良,黄色,无预警
铜仁,2026-03-26,62.5,62.6,良,黄色,无预警
铜仁,2026-03-27,62.5,62.6,良,黄色,无预警
铜仁,2026-03-28,62.5,62.6,良,黄色,无预警
铜仁,2026-03-29,62.5,62.6,良,黄色,无预警
铜仁,2026-03-30,62.5,62.6,良,黄色,无预警
铜仁,2026-03-31,62.5,62.6,良,黄色,无预警
铜川,2026-03-25,57.9,57.9,良,黄色,无预警
铜川,2026-03-26,57.9,57.9,良,黄色,无预警
铜川,2026-03-27,57.9,57.9,良,黄色,无预警
铜川,2026-03-28,57.9,57.9,良,黄色,无预警
铜川,2026-03-29,57.9,57.9,良,黄色,无预警
铜川,2026-03-30,57.9,57.9,良,黄色,无预警
铜川,2026-03-31,57.9,57.9,良,黄色,无预警
铜陵,2026-03-25,59.3,59.4,良,黄色,无预警
铜陵,2026-03-26,59.3,59.4,良,黄色,无预警
铜陵,2026-03-27,59.3,59.4,良,黄色,无预警
铜陵,2026-03-28,59.3,59.4,良,黄色,无预警
铜陵,2026-03-29,59.3,59.4,良,黄色,无预警
铜陵,2026-03-30,59.3,59.4,良,黄色,无预警
铜陵,2026-03-31,59.3,59.4,良,黄色,无预警
银川,2026-03-25,53.5,53.6,良,黄色,无预警
银川,2026-03-26,53.5,53.6,良,黄色,无预警
银川,2026-03-27,53.5,53.6,良,黄色,无预警
银川,2026-03-28,53.5,53.6,良,黄色,无预警
银川,2026-03-29,53.5,53.6,良,黄色,无预警
银川,2026-03-30,53.5,53.6,良,黄色,无预警
银川,2026-03-31,53.5,53.6,良,黄色,无预警
锡林郭勒盟,2026-03-25,47.9,48.0,优,绿色,无预警
锡林郭勒盟,2026-03-26,47.9,48.0,优,绿色,无预警
锡林郭勒盟,2026-03-27,47.9,48.0,优,绿色,无预警
锡林郭勒盟,2026-03-28,47.9,48.0,优,绿色,无预警
锡林郭勒盟,2026-03-29,47.9,48.0,优,绿色,无预警
锡林郭勒盟,2026-03-30,47.9,48.0,优,绿色,无预警
锡林郭勒盟,2026-03-31,47.9,48.0,优,绿色,无预警
锦州,2026-03-25,52.7,52.8,良,黄色,无预警
锦州,2026-03-26,52.7,52.8,良,黄色,无预警
锦州,2026-03-27,52.7,52.8,良,黄色,无预警
锦州,2026-03-28,52.7,52.8,良,黄色,无预警
锦州,2026-03-29,52.7,52.8,良,黄色,无预警
锦州,2026-03-30,52.7,52.8,良,黄色,无预警
锦州,2026-03-31,52.7,52.8,良,黄色,无预警
镇江,2026-03-25,59.3,59.4,良,黄色,无预警
镇江,2026-03-26,59.3,59.4,良,黄色,无预警
镇江,2026-03-27,59.3,59.4,良,黄色,无预警
镇江,2026-03-28,59.3,59.4,良,黄色,无预警
镇江,2026-03-29,59.3,59.4,良,黄色,无预警
镇江,2026-03-30,59.3,59.4,良,黄色,无预警
镇江,2026-03-31,59.3,59.4,良,黄色,无预警
长春,2026-03-25,49.1,49.1,优,绿色,无预警
长春,2026-03-26,49.1,49.1,优,绿色,无预警
长春,2026-03-27,49.1,49.1,优,绿色,无预警
长春,2026-03-28,49.1,49.1,优,绿色,无预警
长春,2026-03-29,49.1,49.1,优,绿色,无预警
长春,2026-03-30,49.1,49.1,优,绿色,无预警
长春,2026-03-31,49.1,49.1,优,绿色,无预警
长沙,2026-03-25,62.5,62.5,良,黄色,无预警
长沙,2026-03-26,62.5,62.5,良,黄色,无预警
长沙,2026-03-27,62.5,62.5,良,黄色,无预警
长沙,2026-03-28,62.5,62.5,良,黄色,无预警
长沙,2026-03-29,62.5,62.5,良,黄色,无预警
长沙,2026-03-30,62.5,62.5,良,黄色,无预警
长沙,2026-03-31,62.5,62.5,良,黄色,无预警
长治,2026-03-25,56.6,56.7,良,黄色,无预警
长治,2026-03-26,56.6,56.7,良,黄色,无预警
长治,2026-03-27,56.6,56.7,良,黄色,无预警
长治,2026-03-28,56.6,56.7,良,黄色,无预警
长治,2026-03-29,56.6,56.7,良,黄色,无预警
长治,2026-03-30,56.6,56.7,良,黄色,无预警
长治,2026-03-31,56.6,56.7,良,黄色,无预警
阜新,2026-03-25,50.3,50.4,良,黄色,无预警
阜新,2026-03-26,50.3,50.4,良,黄色,无预警
阜新,2026-03-27,50.3,50.4,良,黄色,无预警
阜新,2026-03-28,50.3,50.4,良,黄色,无预警
阜新,2026-03-29,50.3,50.4,良,黄色,无预警
阜新,2026-03-30,50.3,50.4,良,黄色,无预警
阜新,2026-03-31,50.3,50.4,良,黄色,无预警
阜阳,2026-03-25,58.5,58.6,良,黄色,无预警
阜阳,2026-03-26,58.5,58.6,良,黄色,无预警
阜阳,2026-03-27,58.5,58.6,良,黄色,无预警
阜阳,2026-03-28,58.5,58.6,良,黄色,无预警
阜阳,2026-03-29,58.5,58.6,良,黄色,无预警
阜阳,2026-03-30,58.5,58.6,良,黄色,无预警
阜阳,2026-03-31,58.5,58.6,良,黄色,无预警
防城港,2026-03-25,68.0,68.1,良,黄色,无预警
防城港,2026-03-26,68.0,68.0,良,黄色,无预警
防城港,2026-03-27,68.0,68.0,良,黄色,无预警
防城港,2026-03-28,68.0,68.0,良,黄色,无预警
防城港,2026-03-29,68.0,68.0,良,黄色,无预警
防城港,2026-03-30,68.0,68.0,良,黄色,无预警
防城港,2026-03-31,68.0,68.0,良,黄色,无预警
阳江,2026-03-25,69.5,69.7,良,黄色,无预警
阳江,2026-03-26,69.5,69.5,良,黄色,无预警
阳江,2026-03-27,69.5,69.5,良,黄色,无预警
阳江,2026-03-28,69.5,69.5,良,黄色,无预警
阳江,2026-03-29,69.5,69.5,良,黄色,无预警
阳江,2026-03-30,69.5,69.5,良,黄色,无预警
阳江,2026-03-31,69.5,69.5,良,黄色,无预警
阳泉,2026-03-25,55.1,55.2,良,黄色,无预警
阳泉,2026-03-26,55.1,55.2,良,黄色,无预警
阳泉,2026-03-27,55.1,55.2,良,黄色,无预警
阳泉,2026-03-28,55.1,55.2,良,黄色,无预警
阳泉,2026-03-29,55.1,55.2,良,黄色,无预警
阳泉,2026-03-30,55.1,55.2,良,黄色,无预警
阳泉,2026-03-31,55.1,55.2,良,黄色,无预警
阿克苏地区,2026-03-25,52.6,52.6,良,黄色,无预警
阿克苏地区,2026-03-26,52.6,52.6,良,黄色,无预警
阿克苏地区,2026-03-27,52.6,52.6,良,黄色,无预警
阿克苏地区,2026-03-28,52.6,52.6,良,黄色,无预警
阿克苏地区,2026-03-29,52.6,52.6,良,黄色,无预警
阿克苏地区,2026-03-30,52.6,52.6,良,黄色,无预警
阿克苏地区,2026-03-31,52.6,52.6,良,黄色,无预警
阿勒泰地区,2026-03-25,45.6,45.7,优,绿色,无预警
阿勒泰地区,2026-03-26,45.6,45.7,优,绿色,无预警
阿勒泰地区,2026-03-27,45.6,45.7,优,绿色,无预警
阿勒泰地区,2026-03-28,45.6,45.7,优,绿色,无预警
阿勒泰地区,2026-03-29,45.6,45.7,优,绿色,无预警
阿勒泰地区,2026-03-30,45.6,45.7,优,绿色,无预警
阿勒泰地区,2026-03-31,45.6,45.7,优,绿色,无预警
阿坝藏族羌族自治州,2026-03-25,58.7,58.7,良,黄色,无预警
阿坝藏族羌族自治州,2026-03-26,58.7,58.7,良,黄色,无预警
阿坝藏族羌族自治州,2026-03-27,58.7,58.7,良,黄色,无预警
阿坝藏族羌族自治州,2026-03-28,58.7,58.7,良,黄色,无预警
阿坝藏族羌族自治州,2026-03-29,58.7,58.7,良,黄色,无预警
阿坝藏族羌族自治州,2026-03-30,58.7,58.7,良,黄色,无预警
阿坝藏族羌族自治州,2026-03-31,58.7,58.7,良,黄色,无预警
阿拉善盟,2026-03-25,53.5,53.6,良,黄色,无预警
阿拉善盟,2026-03-26,53.5,53.6,良,黄色,无预警
阿拉善盟,2026-03-27,53.5,53.6,良,黄色,无预警
阿拉善盟,2026-03-28,53.5,53.6,良,黄色,无预警
阿拉善盟,2026-03-29,53.5,53.6,良,黄色,无预警
阿拉善盟,2026-03-30,53.5,53.6,良,黄色,无预警
阿拉善盟,2026-03-31,53.5,53.6,良,黄色,无预警
阿里地区,2026-03-25,59.2,59.2,良,黄色,无预警
阿里地区,2026-03-26,59.2,59.2,良,黄色,无预警
阿里地区,2026-03-27,59.2,59.2,良,黄色,无预警
阿里地区,2026-03-28,59.2,59.2,良,黄色,无预警
阿里地区,2026-03-29,59.2,59.2,良,黄色,无预警
阿里地区,2026-03-30,59.2,59.2,良,黄色,无预警
阿里地区,2026-03-31,59.2,59.2,良,黄色,无预警
陇南,2026-03-25,57.2,57.3,良,黄色,无预警
陇南,2026-03-26,57.2,57.3,良,黄色,无预警
陇南,2026-03-27,57.2,57.3,良,黄色,无预警
陇南,2026-03-28,57.2,57.3,良,黄色,无预警
陇南,2026-03-29,57.2,57.3,良,黄色,无预警
陇南,2026-03-30,57.2,57.3,良,黄色,无预警
陇南,2026-03-31,57.2,57.3,良,黄色,无预警
随州,2026-03-25,60.0,60.1,良,黄色,无预警
随州,2026-03-26,60.0,60.1,良,黄色,无预警
随州,2026-03-27,60.0,60.1,良,黄色,无预警
随州,2026-03-28,60.0,60.1,良,黄色,无预警
随州,2026-03-29,60.0,60.1,良,黄色,无预警
随州,2026-03-30,60.0,60.1,良,黄色,无预警
随州,2026-03-31,60.0,60.1,良,黄色,无预警
雅安,2026-03-25,60.2,60.3,良,黄色,无预警
雅安,2026-03-26,60.2,60.3,良,黄色,无预警
雅安,2026-03-27,60.2,60.3,良,黄色,无预警
雅安,2026-03-28,60.2,60.3,良,黄色,无预警
雅安,2026-03-29,60.2,60.3,良,黄色,无预警
雅安,2026-03-30,60.2,60.3,良,黄色,无预警
雅安,2026-03-31,60.2,60.3,良,黄色,无预警
青岛,2026-03-25,56.3,56.4,良,黄色,无预警
青岛,2026-03-26,56.3,56.4,良,黄色,无预警
青岛,2026-03-27,56.3,56.4,良,黄色,无预警
青岛,2026-03-28,56.3,56.4,良,黄色,无预警
青岛,2026-03-29,56.3,56.4,良,黄色,无预警
青岛,2026-03-30,56.3,56.4,良,黄色,无预警
青岛,2026-03-31,56.3,56.4,良,黄色,无预警
鞍山,2026-03-25,52.7,52.8,良,黄色,无预警
鞍山,2026-03-26,52.7,52.8,良,黄色,无预警
鞍山,2026-03-27,52.7,52.8,良,黄色,无预警
鞍山,2026-03-28,52.7,52.8,良,黄色,无预警
鞍山,2026-03-29,52.7,52.8,良,黄色,无预警
鞍山,2026-03-30,52.7,52.8,良,黄色,无预警
鞍山,2026-03-31,52.7,52.8,良,黄色,无预警
韶关,2026-03-25,66.4,66.5,良,黄色,无预警
韶关,2026-03-26,66.4,66.5,良,黄色,无预警
韶关,2026-03-27,66.4,66.5,良,黄色,无预警
韶关,2026-03-28,66.4,66.5,良,黄色,无预警
韶关,2026-03-29,66.4,66.5,良,黄色,无预警
韶关,2026-03-30,66.4,66.5,良,黄色,无预警
韶关,2026-03-31,66.4,66.5,良,黄色,无预警
马鞍山,2026-03-25,60.0,60.1,良,黄色,无预警
马鞍山,2026-03-26,60.0,60.1,良,黄色,无预警
马鞍山,2026-03-27,60.0,60.1,良,黄色,无预警
马鞍山,2026-03-28,60.0,60.1,良,黄色,无预警
马鞍山,2026-03-29,60.0,60.1,良,黄色,无预警
马鞍山,2026-03-30,60.0,60.1,良,黄色,无预警
马鞍山,2026-03-31,60.0,60.1,良,黄色,无预警
驻马店,2026-03-25,57.1,57.2,良,黄色,无预警
驻马店,2026-03-26,57.1,57.2,良,黄色,无预警
驻马店,2026-03-27,57.1,57.2,良,黄色,无预警
驻马店,2026-03-28,57.1,57.2,良,黄色,无预警
驻马店,2026-03-29,57.1,57.2,良,黄色,无预警
驻马店,2026-03-30,57.1,57.2,良,黄色,无预警
驻马店,2026-03-31,57.1,57.2,良,黄色,无预警
鸡西,2026-03-25,47.6,47.6,优,绿色,无预警
鸡西,2026-03-26,47.6,47.6,优,绿色,无预警
鸡西,2026-03-27,47.6,47.6,优,绿色,无预警
鸡西,2026-03-28,47.6,47.6,优,绿色,无预警
鸡西,2026-03-29,47.6,47.6,优,绿色,无预警
鸡西,2026-03-30,47.6,47.6,优,绿色,无预警
鸡西,2026-03-31,47.6,47.6,优,绿色,无预警
鹤壁,2026-03-25,57.1,57.2,良,黄色,无预警
鹤壁,2026-03-26,57.1,57.2,良,黄色,无预警
鹤壁,2026-03-27,57.1,57.2,良,黄色,无预警
鹤壁,2026-03-28,57.1,57.2,良,黄色,无预警
鹤壁,2026-03-29,57.1,57.2,良,黄色,无预警
鹤壁,2026-03-30,57.1,57.2,良,黄色,无预警
鹤壁,2026-03-31,57.1,57.2,良,黄色,无预警
鹤岗,2026-03-25,45.9,46.0,优,绿色,无预警
鹤岗,2026-03-26,45.9,46.0,优,绿色,无预警
鹤岗,2026-03-27,45.9,46.0,优,绿色,无预警
鹤岗,2026-03-28,45.9,46.0,优,绿色,无预警
鹤岗,2026-03-29,45.9,46.0,优,绿色,无预警
鹤岗,2026-03-30,45.9,46.0,优,绿色,无预警
鹤岗,2026-03-31,45.9,46.0,优,绿色,无预警
鹰潭,2026-03-25,63.2,63.3,良,黄色,无预警
鹰潭,2026-03-26,63.2,63.3,良,黄色,无预警
鹰潭,2026-03-27,63.2,63.3,良,黄色,无预警
鹰潭,2026-03-28,63.2,63.3,良,黄色,无预警
鹰潭,2026-03-29,63.2,63.3,良,黄色,无预警
鹰潭,2026-03-30,63.2,63.3,良,黄色,无预警
鹰潭,2026-03-31,63.2,63.3,良,黄色,无预警
黄冈,2026-03-25,60.2,60.3,良,黄色,无预警
黄冈,2026-03-26,60.2,60.3,良,黄色,无预警
黄冈,2026-03-27,60.2,60.3,良,黄色,无预警
黄冈,2026-03-28,60.2,60.3,良,黄色,无预警
黄冈,2026-03-29,60.2,60.3,良,黄色,无预警
黄冈,2026-03-30,60.2,60.3,良,黄色,无预警
黄冈,2026-03-31,60.2,60.3,良,黄色,无预警
黄南藏族自治州,2026-03-25,55.5,55.5,良,黄色,无预警
黄南藏族自治州,2026-03-26,55.4,55.5,良,黄色,无预警
黄南藏族自治州,2026-03-27,55.4,55.5,良,黄色,无预警
黄南藏族自治州,2026-03-28,55.4,55.5,良,黄色,无预警
黄南藏族自治州,2026-03-29,55.4,55.5,良,黄色,无预警
黄南藏族自治州,2026-03-30,55.4,55.5,良,黄色,无预警
黄南藏族自治州,2026-03-31,55.4,55.5,良,黄色,无预警
黄山,2026-03-25,60.2,60.3,良,黄色,无预警
黄山,2026-03-26,60.2,60.3,良,黄色,无预警
黄山,2026-03-27,60.2,60.3,良,黄色,无预警
黄山,2026-03-28,60.2,60.3,良,黄色,无预警
黄山,2026-03-29,60.2,60.3,良,黄色,无预警
黄山,2026-03-30,60.2,60.3,良,黄色,无预警
黄山,2026-03-31,60.2,60.3,良,黄色,无预警
黄石,2026-03-25,62.0,62.1,良,黄色,无预警
黄石,2026-03-26,62.0,62.1,良,黄色,无预警
黄石,2026-03-27,62.0,62.1,良,黄色,无预警
黄石,2026-03-28,62.0,62.1,良,黄色,无预警
黄石,2026-03-29,62.0,62.1,良,黄色,无预警
黄石,2026-03-30,62.0,62.1,良,黄色,无预警
黄石,2026-03-31,62.0,62.1,良,黄色,无预警
黑河,2026-03-25,45.4,45.5,优,绿色,无预警
黑河,2026-03-26,45.4,45.5,优,绿色,无预警
黑河,2026-03-27,45.4,45.5,优,绿色,无预警
黑河,2026-03-28,45.4,45.5,优,绿色,无预警
黑河,2026-03-29,45.4,45.5,优,绿色,无预警
黑河,2026-03-30,45.4,45.5,优,绿色,无预警
黑河,2026-03-31,45.4,45.5,优,绿色,无预警
黔东南苗族侗族自治州,2026-03-25,62.8,62.9,良,黄色,无预警
黔东南苗族侗族自治州,2026-03-26,62.8,62.9,良,黄色,无预警
黔东南苗族侗族自治州,2026-03-27,62.8,62.9,良,黄色,无预警
黔东南苗族侗族自治州,2026-03-28,62.8,62.9,良,黄色,无预警
黔东南苗族侗族自治州,2026-03-29,62.8,62.9,良,黄色,无预警
黔东南苗族侗族自治州,2026-03-30,62.8,62.9,良,黄色,无预警
黔东南苗族侗族自治州,2026-03-31,62.8,62.9,良,黄色,无预警
黔南布依族苗族自治州,2026-03-25,64.6,64.7,良,黄色,无预警
黔南布依族苗族自治州,2026-03-26,64.6,64.7,良,黄色,无预警
黔南布依族苗族自治州,2026-03-27,64.6,64.7,良,黄色,无预警
黔南布依族苗族自治州,2026-03-28,64.6,64.7,良,黄色,无预警
黔南布依族苗族自治州,2026-03-29,64.6,64.7,良,黄色,无预警
黔南布依族苗族自治州,2026-03-30,64.6,64.7,良,黄色,无预警
黔南布依族苗族自治州,2026-03-31,64.6,64.7,良,黄色,无预警
黔西南布依族苗族自治州,2026-03-25,67.2,67.3,良,黄色,无预警
黔西南布依族苗族自治州,2026-03-26,67.2,67.3,良,黄色,无预警
黔西南布依族苗族自治州,2026-03-27,67.2,67.3,良,黄色,无预警
黔西南布依族苗族自治州,2026-03-28,67.2,67.3,良,黄色,无预警
黔西南布依族苗族自治州,2026-03-29,67.2,67.3,良,黄色,无预警
黔西南布依族苗族自治州,2026-03-30,67.2,67.3,良,黄色,无预警
黔西南布依族苗族自治州,2026-03-31,67.2,67.3,良,黄色,无预警
齐齐哈尔,2026-03-25,45.9,46.0,优,绿色,无预警
齐齐哈尔,2026-03-26,45.9,46.0,优,绿色,无预警
齐齐哈尔,2026-03-27,45.9,46.0,优,绿色,无预警
齐齐哈尔,2026-03-28,45.9,46.0,优,绿色,无预警
齐齐哈尔,2026-03-29,45.9,46.0,优,绿色,无预警
齐齐哈尔,2026-03-30,45.9,46.0,优,绿色,无预警
齐齐哈尔,2026-03-31,45.9,46.0,优,绿色,无预警
龙岩,2026-03-25,65.2,65.3,良,黄色,无预警
龙岩,2026-03-26,65.2,65.3,良,黄色,无预警
龙岩,2026-03-27,65.2,65.3,良,黄色,无预警
龙岩,2026-03-28,65.2,65.3,良,黄色,无预警
龙岩,2026-03-29,65.2,65.3,良,黄色,无预警
龙岩,2026-03-30,65.2,65.3,良,黄色,无预警
龙岩,2026-03-31,65.2,65.3,良,黄色,无预警
